id,brand,movement,case_material,bracelet_material,condition,scope_of_delivery,gender,price,availability,watches_sold
464,Mondaine,Quartz,Plastic,Textile,New,Original Box and Papers,Men's watch/Unisex,214.0,Available,5034
466,Frederique Constant,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,751.0,Available,495
467,Richard Mille,Automatic,Carbon,Rubber,New,Original Box and Papers,Men's watch/Unisex,299995.0,Available,55
469,Cartier,Quartz,Steel,Steel,Used (Good),No Box and papers,Women's watch,2895.0,Available,154
470,Dewitt,Automatic,Rose gold,Ceramic,New,Original Box and Papers,Men's watch/Unisex,16097.0,Available,779
471,Traser,Quartz,Steel,Rubber,New,Original Box and Papers,Men's watch/Unisex,594.0,Available,1473
472,Eterna,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,2250.0,Available,6
479,Gucci,Quartz,Steel,Steel,Used (Good),Original Box and Papers,Men's watch/Unisex,1600.0,Available,23
482,Hublot,Automatic,Ceramic,Rubber,Used (Good),Original Box and Papers,Men's watch/Unisex,11050.0,Available,114
483,Cyma,Quartz,Yellow gold,Leather,New,No Box and papers,Men's watch/Unisex,248.0,Available,2998
484,Patek Philippe,Manual winding,Yellow gold,Crocodile skin,Used (Good),Original Box,Men's watch/Unisex,16500.0,Available,20
485,Spinnaker,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,648.0,Available,14626
487,Arnold & Son,Automatic,Steel,Alligator skin,New,Original Box and Papers,Men's watch/Unisex,10300.0,Available Upon Request,310
489,Mb&f,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,6488.0,Available,109
494,Chaumet,Quartz,Steel,Rubber,Used (Good),No Box and papers,Women's watch,1223.0,Available,1583
495,Victorinox Swiss Army,Quartz,Steel,Rubber,New,Original Box and Papers,Men's watch/Unisex,400.0,Available,14626
496,Daniel Roth,Automatic,Steel,Leather,Used (Good),Original Box,Men's watch/Unisex,10366.0,Available,41
497,Ingersoll,Automatic,Steel,Calf skin,New,Original Box and Papers,Men's watch/Unisex,252.0,Available,14626
499,Seiko,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,1500.0,Available,156
500,Corum,Quartz,Steel,Leather,Used (Good),Original Box and Papers,Men's watch/Unisex,4370.0,Available,251
501,Lemania,Automatic,Gold/Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,3024.0,Available,273
505,F.P.Journe,Automatic,Platinum,Crocodile skin,Used (Good),Original Box and Papers,Men's watch/Unisex,74436.0,Available,1317
510,Ming,Manual winding,Steel,Leather,Used (Good),Original Box and Papers,Men's watch/Unisex,3298.0,Available,45
511,Mb&f,Automatic,Steel,Leather,Used (Good),Original Box and Papers,Men's watch/Unisex,3997.0,Available,455
513,Hanhart,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,2204.0,Available Upon Request,251
514,Zeppelin,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,2106.0,Available Upon Request,399
515,Traser,Automatic,Steel,Calf skin,New,Original Box and Papers,Men's watch/Unisex,875.0,Available,1473
516,Carl F. Bucherer,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,2000.0,Available,2439
517,Versace,Quartz,Steel,Calf skin,New,Original Box and Papers,Men's watch/Unisex,280.0,Available,14626
518,Glashütte Original,Quartz,Gold/Steel,Satin,New,Original Box and Papers,Women's watch,3850.0,Available,545
520,Piaget,Manual winding,White gold,Alligator skin,Used (Good),Original Box,Men's watch/Unisex,6499.0,Available,902
521,BWC-Swiss,Manual winding,Steel,Leather,New,No Box and papers,Men's watch/Unisex,1831.0,Available,433
523,Ball,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,2370.0,Available,316
527,Hamilton,Automatic,Titanium,Textile,New,Original Box and Papers,Men's watch/Unisex,1050.0,Available,1170
530,Eberhard & Co.,Quartz,Silver,Leather,Used (Good),No Box and papers,Men's watch/Unisex,1837.0,Available,66
531,Tudor,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,9249.0,Available,697
533,Revue Thommen,Automatic,Steel,Steel,New,Original Box,Men's watch/Unisex,1632.0,Available,1369
538,Venezianico,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,1399.0,Available,816
541,Rotary,Quartz,Steel,Steel,New,Original Box and Papers,Women's watch,278.0,Available,14626
544,Audemars Piguet,Automatic,Steel,Rubber,Used (Good),Original Box,Men's watch/Unisex,18900.0,Available,238
546,Ulysse Nardin,Automatic,Steel,Rubber,Used (Good),No Box and papers,Men's watch/Unisex,3999.0,Available,2946
547,Zenith,Automatic,Steel,Rubber,New,Original Box and Papers,Men's watch/Unisex,8480.0,Available,171
548,Glashütte Original,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,21000.0,Available,265
549,Chopard,Quartz,Steel,Rubber,Used (Good),Original Box and Papers,Men's watch/Unisex,3781.0,Available,131
551,Rolex,Automatic,Steel,Steel,Used (Good),Original Box and Papers,Men's watch/Unisex,14595.0,Available,1222
553,TAG Heuer,Automatic,Steel,Steel,Used (Good),No Box and papers,Men's watch/Unisex,2850.0,Available,284
555,Richard Mille,Automatic,Titanium,Rubber,Used (Good),Original Box and Papers,Men's watch/Unisex,700000.0,Available,54
558,Gucci,Quartz,Steel,Leather,New,Original Box,Women's watch,1130.0,Available,318
559,Louis Erard,Automatic,Steel,Calf skin,New,Original Box and Papers,Men's watch/Unisex,3394.0,Available Upon Request,41
560,Davosa,Automatic,Steel,Leather,New,Original Paper,Men's watch/Unisex,967.0,Available,8539
565,Ming,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,6095.0,Available Upon Request,73
568,Rolex,Automatic,Steel,Steel,Used (Good),Original Box and Papers,Men's watch/Unisex,13250.0,Available,544
569,Concord,Quartz,Yellow gold,Yellow gold,New,Original Box and Papers,Women's watch,19895.0,Available,545
570,Rolex,Automatic,Steel,Steel,Used (Good),Original Box and Papers,Men's watch/Unisex,14495.0,Available,255
571,Pierre Kunz,Automatic,White gold,Leather,Used (Good),Original Paper,Men's watch/Unisex,16637.0,Available Upon Request,919
572,Citizen,Quartz,Steel,Rubber,New,Original Box and Papers,Men's watch/Unisex,699.0,Available,733
574,Atlantic,Quartz,Steel,Calf skin,New,Original Box and Papers,Women's watch,431.0,Available,2069
576,Swiss Military,Quartz,Steel,Calf skin,New,Original Box and Papers,Men's watch/Unisex,345.0,Available,14626
577,Glashütte Original,Automatic,Steel,Steel,Used (Good),Original Box and Papers,Men's watch/Unisex,11166.0,Available,100
578,Ball,Automatic,Steel,Leather,Used (Good),Original Box,Men's watch/Unisex,1500.0,Available,1604
579,IWC,Automatic,Steel,Steel,Used,Original Box and Papers,Men's watch/Unisex,3400.0,Available,404
580,IWC,Automatic,Rose gold,Alligator skin,Used (Good),Original Box and Papers,Men's watch/Unisex,25950.0,Available,3087
582,Panerai,Automatic,Steel,Rubber,Used (Good),Original Box and Papers,Men's watch/Unisex,8700.0,Available,114
584,Lip,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,1295.0,Available,357
586,Bulova,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,700.0,Available,2260
587,Traser,Quartz,Plastic,Calf skin,New,Original Box and Papers,Men's watch/Unisex,572.0,Available,14626
588,Chopard,Automatic,Steel,Rubber,Used (Good),Original Box and Papers,Men's watch/Unisex,4280.0,Available,171
589,Van Der Bauwede,Quartz,Steel,Steel,Used (Good),Original Box,Men's watch/Unisex,1360.0,Available,810
590,Hermès,Automatic,Titanium,Titanium,Used (Good),Original Paper,Men's watch/Unisex,3695.0,Available,1504
591,TAG Heuer,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,3885.0,Available,1149
593,Cartier,Automatic,Steel,Steel,Used (Good),Original Box and Papers,Men's watch/Unisex,10450.0,Available,91
596,Czapek,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,43463.0,Available Upon Request,173
598,Gucci,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,1375.0,Available,409
604,Orient,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,261.0,Available,1320
607,Louis Erard,Automatic,Steel,Calf skin,New,Original Box and Papers,Men's watch/Unisex,3101.0,Available Upon Request,3108
612,Girard Perregaux,Automatic,Steel,Steel,Used (Good),Original Box and Papers,Men's watch/Unisex,9860.0,Available Upon Request,87
614,H.Moser & Cie.,Manual winding,Rose gold,Crocodile skin,Used (Good),Original Box and Papers,Men's watch/Unisex,26800.0,Available,171
616,Cartier,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,7445.0,Available,2657
622,Montblanc,Automatic,Steel,Steel,Used (Good),Original Box,Men's watch/Unisex,2200.0,Available,467
623,Concord,Quartz,White gold,White gold,Used (Good),No Box and papers,Women's watch,5450.0,Available,275
625,Van Der Bauwede,Quartz,Steel,Leather,New,Original Box and Papers,Women's watch,1164.0,Available,1
626,Chaumet,Quartz,Yellow gold,Leather,Used,Original Box and Papers,Men's watch/Unisex,2122.0,Available,17847
630,Paul Picot,Automatic,Platinum,Leather,Used (Good),No Box and papers,Men's watch/Unisex,50000.0,Available,75
631,Rado,Automatic,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,445.0,Available,137
634,Formex,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,1664.0,Available Upon Request,3108
635,Laurent Ferrier,Manual winding,Steel,Alligator skin,Used (Good),Original Box and Papers,Men's watch/Unisex,37950.0,Available,3087
636,Norqain,Automatic,Carbon,Rubber,New,Original Box and Papers,Men's watch/Unisex,4439.0,Available,5459
638,Eberhard & Co.,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,2949.0,Available,229
639,Festina,Manual winding,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,383.0,Available,2028
640,Gaga Milano,Quartz,Steel,Leather,Used,No Box and papers,Women's watch,156.0,Available,17847
641,Jaeger-LeCoultre,Automatic,Steel,Leather,Used (Good),Original Box and Papers,Men's watch/Unisex,5500.0,Available,1604
642,F.P.Journe,Manual winding,Platinum,Crocodile skin,New,Original Box and Papers,Men's watch/Unisex,97500.0,Available,27
646,Montblanc,Automatic,Bronze,Textile,New,Original Box and Papers,Men's watch/Unisex,2268.0,Available,2260
648,Vacheron Constantin,Automatic,Rose gold,Rose gold,Used (Good),Original Box and Papers,Men's watch/Unisex,82950.0,Available,3087
649,Universal Genève,Manual winding,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,3446.0,Available,1739
650,Corum,Automatic,Titanium,Rubber,New,Original Box and Papers,Men's watch/Unisex,6200.0,Available,8
651,Cuervo y Sobrinos,Automatic,Steel,Crocodile skin,Used (Good),No Box and papers,Men's watch/Unisex,1338.0,Available Upon Request,719
654,Cvstos,Automatic,Yellow gold,Leather,Used (Good),Original Paper,Men's watch/Unisex,17187.0,Available,2436
656,Sinn,Automatic,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,2107.0,Available,34
658,Breguet,Automatic,Yellow gold,Leather,Used (Good),Original Box and Papers,Men's watch/Unisex,13600.0,Available,1153
659,Elgin,Manual winding,Gold/Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,155.0,Available,1390
660,Franck Muller,Automatic,Steel,Rubber,Used (Good),Original Box and Papers,Men's watch/Unisex,9250.0,Available,0
661,Squale,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,1403.0,Available,4592
663,Mondaine,Quartz,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,211.0,Available,5034
665,Porsche Design,Automatic,Titanium,Leather,New,Original Box and Papers,Men's watch/Unisex,15071.0,Available,33
666,Grand Seiko,Manual winding,Steel,Alligator skin,Used (Good),Original Box and Papers,Men's watch/Unisex,5250.0,Available,3087
667,Azimuth,Manual winding,Steel,Rubber,Used,No Box and papers,Men's watch/Unisex,726.0,Available,1583
668,Sinn,Automatic,Steel,Steel,Used (Good),Original Box and Papers,Men's watch/Unisex,2139.0,Available,722
670,Orient,Automatic,Steel,Silicon,Used (Good),Original Box and Papers,Men's watch/Unisex,366.0,Available,1365
671,Formex,Automatic,Carbon,Rubber,New,Original Box and Papers,Men's watch/Unisex,1934.0,Available Upon Request,1072
672,Seiko,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,427.0,Available,3055
673,Citizen,Quartz,Titanium,Titanium,New,Original Box and Papers,Men's watch/Unisex,605.0,Available,1455
674,Ebel,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,2100.0,Available,219
675,Ingersoll,Automatic,Steel,Calf skin,New,Original Box and Papers,Men's watch/Unisex,365.0,Available,14626
677,Fendi,Quartz,Steel,Steel,New,No Box and papers,Women's watch,346.0,Available,26
682,Jaeger-LeCoultre,Automatic,Steel,Calf skin,Used (Good),Original Box and Papers,Men's watch/Unisex,6400.0,Available,24
683,Omega,Manual winding,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,8595.0,Available,1396
686,Parmigiani Fleurier,Manual winding,White gold,Lizard skin,New,Original Box and Papers,Men's watch/Unisex,98700.0,Available,239
687,Squale,Automatic,Steel,Rubber,New,Original Box and Papers,Men's watch/Unisex,1641.0,Available,14925
688,Union Glashütte,Automatic,Steel,Textile,New,Original Box and Papers,Men's watch/Unisex,2155.0,Available,657
689,Jacques Lemans,Quartz,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,107.0,Available,1606
693,Longines,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,3250.0,Available,225
696,TAG Heuer,Automatic,Steel,Steel,New,Original Box,Men's watch/Unisex,5299.0,Available,323
698,Chanel,Quartz,Ceramic,Ceramic,Used (Good),No Box and papers,Women's watch,6750.0,Available,50
699,Gucci,Quartz,Steel,Leather,New,Original Box and Papers,Women's watch,995.0,Available,1175
701,Cyma,Quartz,Yellow gold,Leather,New,No Box and papers,Women's watch,335.0,Available,2998
702,Bulova,Quartz,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,411.0,Available,338
704,Laco,Automatic,Steel,Textile,New,Original Box and Papers,Men's watch/Unisex,367.0,Available,428
705,Luminox,Quartz,Steel,Rubber,New,Original Box and Papers,Men's watch/Unisex,427.0,Available,1320
706,Girard Perregaux,Automatic,Steel,Steel,Used (Good),Original Box and Papers,Men's watch/Unisex,16295.0,Available,407
707,Eberhard & Co.,Automatic,Steel,Steel,Used (Good),Original Box and Papers,Men's watch/Unisex,2377.0,Available,60
708,Seiko,Automatic,Steel,Steel,New,No Box and papers,Men's watch/Unisex,444.0,Available,733
709,Ulysse Nardin,Manual winding,Titanium,Alligator skin,New,Original Box and Papers,Men's watch/Unisex,123904.0,Available Upon Request,1
712,Sea-Gull,Manual winding,Steel,Textile,New,Original Box and Papers,Men's watch/Unisex,219.0,Available,2052
806,Bulova,Quartz,Steel,Steel,New,Original Box and Papers,Women's watch,850.0,Available,2260
713,Union Glashütte,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,2022.0,Available,2481
714,F.P.Journe,Automatic,Platinum,Crocodile skin,New,Original Box and Papers,Men's watch/Unisex,110000.0,Available Upon Request,73
716,Panerai,Automatic,Steel,Rubber,Used (Good),Original Box and Papers,Men's watch/Unisex,7950.0,Available,2439
717,Mühle Glashütte,Automatic,Steel,Textile,New,Original Box and Papers,Men's watch/Unisex,1416.0,Available,816
718,Police,Quartz,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,172.0,Available,1606
719,Norqain,Automatic,Steel,Textile,New,Original Box and Papers,Men's watch/Unisex,3457.0,Available Upon Request,845
720,Gucci,Quartz,Steel,Steel,Used,Original Box and Papers,Women's watch,450.0,Available,460
722,Swatch,Quartz,Ceramic,Textile,New,Original Box and Papers,Men's watch/Unisex,495.0,Available,1080
723,Victorinox Swiss Army,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,1016.0,Available,8539
725,Mondaine,Quartz,Steel,Leather,New,No Box and papers,Men's watch/Unisex,310.0,Available,1420
727,Ebel,Quartz,Steel,Steel,Used (Good),Original Box,Women's watch,1560.0,Available,251
728,Mido,Automatic,Steel,Steel,New,Original Box,Men's watch/Unisex,1179.0,Available,318
729,Perrelet,Automatic,Steel,Rubber,New,Original Box and Papers,Men's watch/Unisex,5164.0,Available Upon Request,566
730,Sector,Quartz,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,215.0,Available,14626
731,Richard Mille,Automatic,Titanium,Rubber,Used (Good),Original Box and Papers,Men's watch/Unisex,75500.0,Available,159
733,Favre-Leuba,Automatic,Steel,Rubber,New,Original Box and Papers,Men's watch/Unisex,3133.0,Available,129
736,Van Der Bauwede,Quartz,Steel,Steel,New,No Box and papers,Men's watch/Unisex,673.0,Available,374
737,Eberhard & Co.,Automatic,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,1491.0,Available,421
740,Victorinox Swiss Army,Automatic,Carbon,Rubber,New,Original Box and Papers,Men's watch/Unisex,1399.0,Available,5034
742,Jaeger-LeCoultre,Manual winding,Steel,Alligator skin,Used (Good),Original Box and Papers,Men's watch/Unisex,13120.0,Available,3529
744,Gucci,Quartz,Steel,Leather,New,Original Box and Papers,Women's watch,650.0,Available,186
749,Tiffany,Quartz,Steel,Gold/Steel,Used (Good),Original Box,Women's watch,840.0,Available,937
752,Universal Genève,Manual winding,Rose gold,Leather,Used (Good),Original Box,Men's watch/Unisex,11030.0,Available,155
753,Junghans,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,1151.0,Available,14925
754,Lanco,Manual winding,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,1567.0,Available,429
755,Mb&f,Automatic,Steel,Leather,Used (Good),Original Box and Papers,Men's watch/Unisex,5294.0,Available,141
758,Louis Erard,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,3951.0,Available Upon Request,173
762,Bulgari,Quartz,Yellow gold,Yellow gold,Used (Good),No Box and papers,Women's watch,5850.0,Available,467
763,De Bethune,Manual winding,Titanium,Crocodile skin,Used (Good),No Box and papers,Men's watch/Unisex,215287.0,Available,48
764,Cuervo y Sobrinos,Automatic,White gold,Satin,Used (Good),Original Box and Papers,Men's watch/Unisex,86374.0,Available,78
767,TAG Heuer,Quartz,Steel,Steel,Used (Good),No Box and papers,Women's watch,475.0,Available,1390
